id,step,candidate,oracle_delta,mean,se,lcb,ucb,loss_cvar90
33,7,7,-360.9215410000006,-489.9605413749999,137.005585654923,-869.5284359496106,-110.39264680038917,1696.3521575
33,7,8,248.0118769999999,-710.9988731249999,127.83141606136951,-1065.1501380019995,-356.8476082480003,1866.00012625
33,7,9,-467.88796000000093,-600.3516716250001,81.37825138542455,-825.8065054178958,-374.8968378321045,1079.5477155000003
982,0,1,370.44345299999986,-225.10222606250016,121.20335325995974,-560.8907371100613,110.68628498506092,1153.8004842500004
982,0,2,25.101016000000527,-56.84736662499995,167.23589606003586,-520.1669945173048,406.472261267305,660.9731005000008
982,0,10,397.32626400000026,-142.82746262500007,164.76056057962745,-599.2892834273742,313.6343581773741,985.6252121250004
982,0,11,415.6638130000001,-117.25208574999994,148.65689632905065,-529.0994194472769,294.59524794727696,1212.628003
982,0,23,442.586491,-49.60967337499994,188.88276702485655,-572.9009965596422,473.6816498096423,783.606865625
982,0,24,106.68454500000007,75.33370181249995,203.13090996562863,-487.43146903882416,638.0988726638241,781.0641806250003
637,0,1,386.30643599999985,-275.2470405,117.70971895650958,-601.3565927617916,50.86251176179155,1155.4789602499998
637,0,2,488.78687399999944,-206.63939825,193.69250289406125,-743.2558811980713,329.9770846980713,1880.4333973750001
637,0,10,171.69490399999995,-258.50497943749997,104.21015997321012,-547.2146026636783,30.204643788678425,1047.082953125
637,0,11,-408.44387499999993,-298.3777681874999,160.47645180505037,-742.970655764111,146.21511938911124,1110.967651375
637,0,23,-141.4731840000004,-109.20562718749989,176.51847172347254,-598.2422189828278,379.8309646078281,1075.0587759999996
637,0,24,-390.7239260000006,-180.82352581250007,106.12775077592876,-474.84574925248876,113.19869762748863,930.9778477499997
547,6,5,-92.98702000000048,-227.24773649999997,111.17560245876943,-535.2548089972131,80.75933599721321,873.6378883749998
547,6,6,-151.2113730000001,-124.92990250000014,61.628707988169296,-295.669502820685,45.80969782068473,427.47471012499955
547,6,7,-328.6210809999993,-318.452611875,93.28884775392693,-576.9052242993978,-59.999999450602274,990.040039875
547,6,8,-360.1678200000006,-339.5308713750002,92.53180422062366,-595.8861282889372,-83.1756144610631,1013.6872874999999
674,3,11,-58.664551999998366,-239.07447787500007,84.07053174558077,-471.98815491887774,-6.160800831122373,694.5957232500008
674,3,14,-114.28476099999898,-190.82269381249978,103.95805768138271,-478.83387882779107,97.18849120279151,876.7668102499997
674,3,19,67.0071190000017,-63.658774374999894,140.28891386415575,-452.322984035003,325.0054352850032,990.5386609999995
606,3,13,-641.9439540000003,-121.52010006249992,92.31222894443665,-377.26703341879124,134.2268332937914,852.8388074999992
606,3,14,77.93757000000005,-149.55243475000003,83.62645779138865,-381.23582461235605,82.13095511235596,823.6667912500001
606,3,20,-367.6428500000002,-340.5363445625,104.56046771588014,-630.216479842642,-50.85620928235801,1060.3758267499998
484,1,1,-142.11601100000007,280.4051437499999,147.08001749634704,-127.0735171251622,687.883804625162,422.73626162499977
484,1,14,-308.45560100000057,442.9079494375,156.70852609242175,8.753932822385309,877.0619660526147,663.1356412499998
484,1,21,-24.598430000000008,203.45773674999998,106.94627780886863,-92.83217950747661,499.7476530074766,326.0870928749998
484,1,22,1110.8198699999994,102.4650249375,157.33555865279732,-333.4261575576317,538.3562074326317,721.6441894999998
484,1,23,691.2718599999998,243.00808400000005,165.3969659910607,-215.2168697502674,701.2330377502675,717.7997016249999
212,0,1,-590.4066780000003,-219.11217099999976,141.98930639700103,-612.4872427066648,174.26290070666533,935.5992179999992
212,0,2,-306.45790299999953,-132.48448006249993,108.54938044982632,-433.2157210390132,168.24676091401335,639.215686375
212,0,10,-995.7568160000001,-74.99204587499997,126.09387232691479,-424.3295229500963,274.34543120009636,1156.5751405
212,0,11,-426.6707299999998,-205.81807993750004,91.69982285094294,-459.86836939112925,48.23220951612919,768.5322465
212,0,23,-339.6073059999999,-65.94820331250003,120.13043734221638,-398.76424842732786,266.8678418023278,837.6286485000002
212,0,24,480.1603759999998,-179.39884112499993,135.76174541002894,-555.5207315043456,196.7230492543457,924.1300520000001
753,3,11,-746.3189990000001,-131.25586087500005,82.79910906603617,-360.647117812557,98.13539606255688,643.9774603750008
753,3,19,111.51425399999971,-97.73914362499994,149.5740596653355,-512.1274376405772,316.6491503905774,1191.3525476250002
753,3,20,-550.2763260000002,-280.81592775000007,153.73641476729978,-706.7358418449496,145.10398634494948,1071.8305307500004
824,1,1,320.33403799999996,25.801641312499726,104.72420102143882,-264.332109824,315.93539244899944,699.7945180000004
824,1,14,230.79848500000026,32.69994962499999,96.36216999756547,-234.26716567744364,299.6670649274436,628.1691797500002
824,1,21,833.1114750000006,-87.75070237499995,124.0928864505382,-431.54453688589615,256.04313213589626,706.0943719999999
824,1,22,435.8041290000001,100.40595725000003,112.59027694084757,-211.5204081147557,412.33232261475575,818.4194908750002
824,1,23,-261.373928,27.460175812500097,107.15188241730513,-269.39935888765547,324.31971051265566,623.0693620000001
162,1,1,-41.77981700000055,-80.59871099999992,174.90582882832558,-565.1675472254685,403.9701252254686,1267.2473798749998
162,1,14,-545.1108020000001,45.01462293750001,144.04020297387382,-354.04236671398945,444.07161258898947,773.320654
162,1,21,-486.8956850000004,209.4783710625,161.1631671679332,-237.01703094967576,655.9737730746758,619.3885401249997
162,1,22,-476.712571,-129.29819774999999,155.12159045676836,-559.0556796167613,300.4592841167613,1064.6225278749994
162,1,23,-206.9633990000002,61.747102750000096,164.4599186634262,-393.8818029664096,517.3760084664098,591.3873462499996
909,1,1,422.16515400000026,-51.324605374999976,99.91220762338112,-328.1269423645754,225.47773161457548,505.03364062500003
909,1,14,622.4969740000006,111.9006145625001,116.44847527096259,-210.7147180440844,434.5159471690846,406.18978012499963
909,1,21,20.592201999999816,-24.791716625000163,105.30265725505907,-316.5280550841205,266.9446218341202,688.4557165000001
909,1,22,740.9452230000006,-55.95809075,123.41169251911803,-397.86470770615074,285.94852620615075,647.032917125
909,1,23,493.7377740000002,-35.607631562500046,92.86363573429489,-292.88221295795813,221.66694983295804,520.7508572500001
552,3,1,-22.9903460000005,-306.56247968750023,99.5816771620665,-582.4490967033662,-30.675862671634206,1316.9738177499996
552,3,2,-211.46168500000022,-595.6972970625002,133.5804329187921,-965.7759579943001,-225.61863613070017,1784.5846531249992
552,3,19,-136.45070099999975,-542.8453274375001,133.5677918298259,-912.888966793347,-172.80168808165337,1769.0686987499992
485,4,7,377.4963859999998,-368.28724550000004,196.62793453032276,-913.0362115181399,176.46172051813983,1698.99554575
485,4,11,161.49810799999977,-314.1645359375001,187.51399257775037,-833.6637302643876,205.3346583893874,1339.2482112500002
485,4,14,-63.216120000000046,-29.476425062500027,242.17651452398871,-700.4157104491101,641.4628603241099,1540.368466375
502,4,5,-544.8630130000001,-236.81174056249975,134.9823470123623,-610.7743422718033,137.15086114680386,965.0318023750002
502,4,8,-67.51734399999987,-468.55199518749987,81.93828051495782,-695.5583648289615,-241.54562554603822,999.0076384999988
502,4,9,22.518839999998818,52.17653487500013,136.10065775243592,-324.88429710762273,429.237366857623,494.84865824999974
371,5,5,-670.5719980000003,123.44650106250003,153.80996894442242,-302.6771916157398,549.5701937407398,796.7516475000002
371,5,9,-694.965792,-335.62557368749987,178.25510079333446,-829.4734192470708,158.22227187207102,1409.6799552500001
371,5,12,-563.1820780000007,-150.8470915625,152.23738719827153,-572.6140163062091,270.9198331812092,1508.508577625
978,7,6,-245.02931100000023,-406.202181875,82.22690650072951,-634.0081770004533,-178.39618674954667,1009.6140953749999
978,7,7,-387.7345320000004,-488.0070274375001,83.7118439298349,-719.9269758068758,-256.0870790681243,856.8322121250001
978,7,16,-294.6691660000006,-330.7547215625,91.55489028103258,-584.4034817634846,-77.10596136151537,934.6228638749999
1002,7,7,-496.2088989999993,-291.463031625,137.4289819660801,-672.203926888804,89.27786363880398,1031.9715992499996
1002,7,10,-25.998066000000108,-350.68103768750007,238.22843717154137,-1010.682349989855,309.32027461485484,2063.351560125
1002,7,17,-35.187432999999146,-83.08654593750006,157.31097873097457,-518.9096308501101,352.73653897510997,1001.0585667499996
616,5,12,-561.1940570000006,-392.5662301250002,70.49813630205851,-587.8781879527922,-197.25427229720808,879.0185857499999
616,5,13,-86.24440400000003,-281.74355549999996,78.83615190825937,-500.1556155130213,-63.33149548697858,694.4407628749998
616,5,14,-515.2152060000008,-529.7617674999999,109.58352912933243,-833.3580714962495,-226.16546350375023,1058.9661539999997
616,5,15,-546.2263750000002,-542.3942033750001,110.83378480338358,-849.4542852282696,-235.33412152173054,1074.6887391250004
962,2,13,-758.588718,-100.70811475,120.50456594560139,-434.56066655620214,233.14443705620215,1011.7335533749999
962,2,20,-534.9386270000005,94.140978625,83.36190977373609,-136.80949269542748,325.0914499454275,529.5418741250007
962,2,21,-587.3093129999997,143.70301443749997,54.68758063528795,-7.806500608097849,295.2125294830978,270.77339262500004
313,0,1,-134.11972499999956,-95.14055699999994,86.8102488712413,-335.6444987483854,145.3633847483855,719.2776024999998
313,0,2,979.3259459999999,-311.9054579375001,94.24505179493418,-573.0071912199555,-50.80372465504473,880.2420027500002
313,0,10,-458.2786980000001,-110.311597,141.72502358923253,-502.95448491695,282.33129091694997,941.0346185000004
313,0,11,36.73152400000072,-168.86845931249997,117.55436817634192,-494.5476191325025,156.8107005075026,919.6487504999998
313,0,23,851.866524,-292.4611093124999,94.15860239569645,-553.3233383711015,-31.598880253898244,979.4354197499999
313,0,24,410.88088100000004,-150.29229968750002,98.54256715993881,-423.3001085594964,122.71550918449634,896.5540846250001
932,6,5,-400.77312399999937,-292.47984962499993,105.1864582801973,-583.8942639813242,-1.0654352686756283,1081.6835291250002
932,6,7,-869.7102890000006,-564.7595481249999,75.95001579620546,-775.1756961299718,-354.34340012002804,1157.0619447500005
932,6,8,-114.65337399999953,-473.26400974999996,80.73511323657694,-696.9370578448033,-249.59096165519662,889.2712222500003
932,6,10,-513.3666919999996,-381.4768494375001,109.91685811199218,-685.996626586644,-76.9570722883563,1145.7509955
698,1,1,-300.296746,-97.0972308750001,88.32524172278015,-341.79839308126196,147.60393133126178,673.2400137500002
698,1,14,-349.16430800000035,-369.07082025000017,111.1834648887314,-677.0996752604783,-61.04196523952203,1020.9144598750003
698,1,21,-88.5912699999999,-370.49841025000023,120.59836650188193,-704.6108323343894,-36.38598816561097,1132.4945268750002
698,1,22,520.433513,-15.311564187499982,101.55566215593635,-296.6670190209147,266.04389064591476,850.8887470000002
698,1,23,552.2229189999998,50.289644499999895,111.93710410631404,-259.8271345153228,360.4064235153226,523.1222541249999
1004,7,7,-554.2086169999993,-502.984295625,98.75067234506862,-776.5686506764255,-229.3999405735746,1181.1655056250004
1004,7,16,506.3702119999998,-268.69232575,97.58369386192882,-539.0436187058776,1.6589672058776728,993.7956360000003
1004,7,17,117.35971100000006,-215.1367430625,96.59122328320038,-482.7384403271186,52.46495420211863,857.775099875
70,1,1,-30.023944999999912,299.98014893749996,125.7486683260091,-48.400955773680266,648.3612536486802,166.03114562500025
70,1,14,746.596485,352.15652675,169.52528801072543,-117.50575993556032,821.8188134355603,633.603164
70,1,21,257.22313699999995,327.6920812500001,106.31969796860767,33.13807663155529,622.2460858684449,442.5439827499997
70,1,22,5.529132000000573,128.90633318750014,129.26327384351453,-229.21183012726055,487.02449650226083,831.9197728750004
70,1,23,-449.8498549999995,214.9080566875,142.61306389789624,-180.1951074922431,610.0112208672431,617.5461176250002
556,1,1,141.14010000000053,160.5598738125001,119.75121396227865,-171.20554975862677,492.32529738362695,533.2680506249993
556,1,14,485.9744410000003,134.28790425,124.1683400949918,-209.7149712341261,478.2907797341261,634.8948806250003
556,1,21,29.736470000000736,75.31715756250009,110.90394982789812,-231.93731337717384,382.571628502174,473.07923462500037
556,1,22,598.2859780000008,47.39174943749998,105.66147933923403,-245.33868968084607,340.12218855584604,536.1607395000001
556,1,23,94.60267000000022,-31.995414312499975,143.90575627385414,-430.67992534850066,366.6890967235007,866.3191106249999
162,3,8,-300.6515209999998,-333.64757662499994,122.31571277398774,-672.5178303382439,5.2226770882440405,1250.9084682499995
162,3,15,-2106.5248699999993,-578.5287488125001,145.3382003602734,-981.1817826162327,-175.87571500876754,1672.6271158750005
162,3,19,18.42980399999942,-611.7505400624999,149.27448600739586,-1025.3088785542159,-198.192201570784,1917.0103473750007
736,6,5,-569.5836760000002,-488.37845443749995,91.09821837172504,-740.7620253814289,-235.99488349357102,1333.3224487500001
736,6,12,-575.2226880000007,-659.8920058125,87.99040204336522,-903.6655095475542,-416.1185020774458,1202.548690625
736,6,16,-895.0884480000004,-481.5846155,105.5823070263552,-774.0957112392833,-189.07351976071664,1278.7888549999998
181,6,8,-531.9569360000005,-306.4370900625,173.54693927793835,-787.2411830978693,174.3670029728694,1500.8532482500002
181,6,16,-546.2548340000003,-323.9535226874999,170.0418059631933,-795.046799436648,147.1397540616482,1676.3184823750003
181,6,17,-208.70585500000016,-100.72055075000003,120.00549837425987,-433.19045799905484,231.74935649905478,667.6338830000002
880,3,1,-166.50218899999982,-195.38831306250006,95.77637612375058,-460.73251243581757,69.95588631081745,1023.1714247499999
880,3,2,-334.30705899999975,-359.7505323125002,85.36549887711521,-596.2518583220037,-123.24920630299658,863.4316488750003
880,3,20,-8.854833999999755,-258.9838651250002,89.49375747429431,-506.92234836061505,-11.045381889385368,795.4144017500001
834,0,1,-182.95133500000065,-484.1703881875,134.80908803240527,-857.6529835822869,-110.6877927927132,1457.4254596249998
834,0,2,-314.5195360000007,-225.27691381250008,136.15855809350214,-602.498156120356,151.94432849535588,1114.40323975
834,0,10,-435.5965100000003,-250.30443250000002,142.62640191931544,-645.4445490761266,144.8356840761266,1284.9757612500002
834,0,11,-200.16211300000032,-198.98718218750014,136.2362707677605,-576.4237240104014,178.4493596354011,1087.0676167500005
834,0,23,-418.17563300000074,-85.43846306249992,130.74115131284785,-447.65102031596456,276.7740941909647,1258.1505164999999
834,0,24,-215.40892800000074,-137.44127762500005,125.56909626768663,-485.32488591823454,210.44233066823443,924.4492180000002
635,0,1,238.17385899999954,-216.66740493749995,93.85517701755938,-476.68900745237755,43.35419757737765,753.3078937499998
635,0,2,-102.3661460000003,-298.0578239374999,107.51410994808337,-595.9208939355576,-0.1947539394422506,1287.0935305000003
635,0,10,170.84641099999953,-369.23481312499996,80.66292998065221,-592.7078807128487,-145.76174553715128,904.8611172500002
635,0,11,-296.78696200000013,-284.3334913124999,100.35935770652253,-562.3746377623286,-6.292344862671314,799.6398106250003
635,0,23,-426.3407070000003,-302.0902905624999,88.28114895733138,-546.669295718979,-57.51128540602073,743.3599391250006
635,0,24,-61.97163100000034,-153.68150487499992,116.25270539074035,-475.7544657169453,168.39145596694544,828.5180416249999
755,3,10,-241.91836800000056,-301.8280839375,101.09726208355862,-581.9135617147713,-21.74260616022883,858.2966971249998
755,3,13,-676.8472200000006,-127.00909525000009,92.94147741667733,-384.4993335717857,130.48114307178554,772.5516325
755,3,20,-360.29767400000037,-114.13485568750002,79.13291140170824,-333.3690747065573,105.09936333155724,724.7076271250005
663,5,9,-546.3850700000003,-151.76082581249983,66.78312970412641,-336.7805227374445,33.258871112444865,683.6210530000004
663,5,17,-695.9027460000007,-141.78789256250008,115.50515538252793,-461.7897992839142,178.21401415891404,1095.0172102499998
663,5,18,-890.9801360000001,-175.24943731249994,98.15027551269972,-447.17041958622326,96.67154496122339,643.0157731249999
513,2,13,-270.7512969999998,-142.54356793750003,77.27013954829503,-356.6170602088629,71.52992433386285,625.2315271250002
513,2,20,-946.2133140000005,-92.5730596875,220.4576758998312,-703.3412665755964,518.1951472005962,1997.6469446250005
513,2,21,-489.7901240000001,-162.47735706250012,150.7285865982835,-580.0642167064343,255.10950258143413,1209.2528378749998
169,2,13,-794.6759510000002,-326.3975455625001,98.35546910833166,-598.8870075861687,-53.90808353883159,987.5154511250005
169,2,20,708.4658399999998,-257.69453550000003,116.26519564536306,-579.8021000380443,64.41302903804416,1316.461446625
169,2,21,202.15018899999995,-425.08065324999995,108.5757176012307,-725.8848601356028,-124.27644636439715,1198.2889097500004
368,5,1,-466.12512400000014,-282.58004687500005,151.4590697773224,-702.1906777466879,137.03058399668782,1303.9481432500006
368,5,2,-499.84560300000066,-132.2848203124999,126.02495063368518,-481.4313528953361,216.86171227033628,446.00514562499995
368,5,16,-669.8481090000005,-606.6644870625,160.3272442779367,-1050.8440018072629,-162.4849723177373,2020.1133816250006
826,0,1,-211.70215499999995,-191.2112815624999,124.87265854282187,-537.1654400477896,154.74287692278983,1211.2952761249999
826,0,2,-1033.8415270000005,-270.4115511249999,108.88354247554338,-572.0685731632261,31.245470913226256,1124.909736375
826,0,10,-259.95729500000016,-260.6764014374999,149.94570805936772,-676.0943308345145,154.74152795951466,954.5628126249999
826,0,11,-291.630228,-282.4106127499999,118.90014426278461,-611.8181854902355,46.996959990235666,1305.8833258750003
826,0,23,-566.6964909999997,-72.85945137499994,112.6645081348172,-384.9914709681736,239.27256821817372,935.0316404999999
826,0,24,-51.62676199999987,-221.1262316874999,149.4817149957706,-635.2586888944217,193.00622551942183,1330.07976725
720,4,5,65.83219499999996,-293.9554110625001,82.07179084454856,-521.3316651467344,-66.57915697826576,877.1156316250002
720,4,7,20.25706700000046,-500.53451531249993,88.78067777795826,-746.4974428968007,-254.57158772819918,1179.4361764999996
720,4,14,-198.687414,-585.1167381875,112.68666067939556,-897.3101304222698,-272.92334595273013,1318.749264875
102,2,7,99.10305599999992,93.08787531249996,145.43699561393865,-309.83886635685303,496.014616981853,956.0156986249997
102,2,16,-1383.7272629999998,-67.0453374999999,117.34241567328709,-392.13729231701103,258.0466173170112,785.469843125
102,2,20,-234.54857600000014,-67.45082993749992,192.2133305195039,-599.9693314694136,465.06767159441375,1286.6094616250002
970,0,1,127.17614999999932,-177.18544793749987,161.28457626087157,-624.0172084533713,269.6463125783715,1616.6552618749995
970,0,2,-181.7333410000001,49.698356875,83.88214479152148,-182.69340247350937,282.09011622350937,408.7852793749999
970,0,10,-775.0203220000003,-153.9247131875,145.99246826539576,-558.3903671851314,250.54094081013136,1446.1765393749997
970,0,11,-141.895802,13.504560187500147,118.6929551958719,-315.32900443816845,342.33812481316875,858.2730626249997
970,0,23,-477.3293570000005,-204.29816412499991,126.13762048760168,-553.7568435376802,145.16051528768037,1174.4013512499998
970,0,24,-361.0333070000006,-38.94578168749996,116.80568575676588,-362.55075009154626,284.65918671654634,709.622421375
586,7,2,-81.77133099999992,-30.38438549999978,46.307700994156036,-158.677815909571,97.90904490957143,283.8542198750001
586,7,3,31.2221440000003,98.69092531250001,92.1521349306187,-156.61247468368487,353.9943253086849,591.0343965000003
586,7,4,-122.43865800000003,-5.810020874999907,87.89287429436153,-249.31332830984505,237.69328655984523,622.9063312500003
531,3,11,-420.02261700000054,-36.45526618750006,92.49196068537522,-292.70013835533814,219.78960598033802,558.2310231250001
