path,stage,position,channel,response,rng_before,travel_m,travel_s,switch_s,measure_s,clear_s,total_s,actions
/enter,discovery,,,"{'accepted': True, 'virtual_time_s': 0}",44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,
/measure,discovery,"[0.0, 0.0]",1.0,"{'accepted': True, 'virtual_time_s': 5.0, 'measure_result': 'no_signal'}",44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,0.0,0.0,0.0,5.0,0.0,5.0,1.0
/measure,discovery,"[0.0, 0.0]",2.0,"{'accepted': True, 'virtual_time_s': 11.0, 'measure_result': 'no_signal'}",44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",3.0,"{'accepted': True, 'virtual_time_s': 17.0, 'measure_result': 'no_signal'}",44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",4.0,"{'accepted': True, 'virtual_time_s': 23.0, 'measure_result': 'no_signal'}",44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",5.0,"{'accepted': True, 'virtual_time_s': 29.0, 'measure_result': 'direction', 'svd_deg': 36.82}",44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",6.0,"{'accepted': True, 'virtual_time_s': 35.0, 'measure_result': 'no_signal'}",5e31f977922725d4bf7accf7080736f1d347ac74bf0e0dcd39896c6eb0ab4cff,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",7.0,"{'accepted': True, 'virtual_time_s': 41.0, 'measure_result': 'direction', 'svd_deg': 216.51}",5e31f977922725d4bf7accf7080736f1d347ac74bf0e0dcd39896c6eb0ab4cff,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",8.0,"{'accepted': True, 'virtual_time_s': 47.0, 'measure_result': 'no_signal'}",55221b81332304130eef8afde78a39068a82ba5a41d2c4cec19f03a6605ece9f,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",9.0,"{'accepted': True, 'virtual_time_s': 53.0, 'measure_result': 'no_signal'}",55221b81332304130eef8afde78a39068a82ba5a41d2c4cec19f03a6605ece9f,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",10.0,"{'accepted': True, 'virtual_time_s': 59.0, 'measure_result': 'direction', 'svd_deg': 173.67}",55221b81332304130eef8afde78a39068a82ba5a41d2c4cec19f03a6605ece9f,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",11.0,"{'accepted': True, 'virtual_time_s': 65.0, 'measure_result': 'no_signal'}",6e6fa7d420270880d4e282f2c2fac24d2ad59aff406cd8645905fbd93cda2b7e,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",12.0,"{'accepted': True, 'virtual_time_s': 71.0, 'measure_result': 'no_signal'}",6e6fa7d420270880d4e282f2c2fac24d2ad59aff406cd8645905fbd93cda2b7e,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",13.0,"{'accepted': True, 'virtual_time_s': 77.0, 'measure_result': 'no_signal'}",6e6fa7d420270880d4e282f2c2fac24d2ad59aff406cd8645905fbd93cda2b7e,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",14.0,"{'accepted': True, 'virtual_time_s': 83.0, 'measure_result': 'no_signal'}",6e6fa7d420270880d4e282f2c2fac24d2ad59aff406cd8645905fbd93cda2b7e,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",15.0,"{'accepted': True, 'virtual_time_s': 89.0, 'measure_result': 'direction', 'svd_deg': 202.07}",6e6fa7d420270880d4e282f2c2fac24d2ad59aff406cd8645905fbd93cda2b7e,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",16.0,"{'accepted': True, 'virtual_time_s': 95.0, 'measure_result': 'no_signal'}",042c97cf851d89fcff79d3783818b2efe25898ba1832cd217c114f6ab98273a2,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",17.0,"{'accepted': True, 'virtual_time_s': 101.0, 'measure_result': 'no_signal'}",042c97cf851d89fcff79d3783818b2efe25898ba1832cd217c114f6ab98273a2,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",18.0,"{'accepted': True, 'virtual_time_s': 107.0, 'measure_result': 'direction', 'svd_deg': 187.42}",042c97cf851d89fcff79d3783818b2efe25898ba1832cd217c114f6ab98273a2,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",19.0,"{'accepted': True, 'virtual_time_s': 113.0, 'measure_result': 'direction', 'svd_deg': 151.24}",5940f6b93adc588314873482aca37667aba126af2ae71e3be265bb493c32fb08,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[0.0, 0.0]",20.0,"{'accepted': True, 'virtual_time_s': 119.0, 'measure_result': 'no_signal'}",eae2b5c587c715ed8aa7c1f97429acc3f1e30f25dd3dd8fc79540c47b5ec0231,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[-485.0, -840.0446416709054]",20.0,"{'accepted': True, 'virtual_time_s': 318.0, 'measure_result': 'no_signal'}",eae2b5c587c715ed8aa7c1f97429acc3f1e30f25dd3dd8fc79540c47b5ec0231,969.9999999999999,194.0,0.0,5.0,0.0,199.0,1.0
/measure,discovery,"[-485.0, -840.0446416709054]",1.0,"{'accepted': True, 'virtual_time_s': 324.0, 'measure_result': 'no_signal'}",eae2b5c587c715ed8aa7c1f97429acc3f1e30f25dd3dd8fc79540c47b5ec0231,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[-485.0, -840.0446416709054]",2.0,"{'accepted': True, 'virtual_time_s': 330.0, 'measure_result': 'no_signal'}",eae2b5c587c715ed8aa7c1f97429acc3f1e30f25dd3dd8fc79540c47b5ec0231,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[-485.0, -840.0446416709054]",3.0,"{'accepted': True, 'virtual_time_s': 336.0, 'measure_result': 'no_signal'}",eae2b5c587c715ed8aa7c1f97429acc3f1e30f25dd3dd8fc79540c47b5ec0231,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[-485.0, -840.0446416709054]",4.0,"{'accepted': True, 'virtual_time_s': 342.0, 'measure_result': 'no_signal'}",eae2b5c587c715ed8aa7c1f97429acc3f1e30f25dd3dd8fc79540c47b5ec0231,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[-485.0, -840.0446416709054]",5.0,"{'accepted': True, 'virtual_time_s': 348.0, 'measure_result': 'no_signal'}",eae2b5c587c715ed8aa7c1f97429acc3f1e30f25dd3dd8fc79540c47b5ec0231,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[-485.0, -840.0446416709054]",6.0,"{'accepted': True, 'virtual_time_s': 354.0, 'measure_result': 'no_signal'}",eae2b5c587c715ed8aa7c1f97429acc3f1e30f25dd3dd8fc79540c47b5ec0231,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[-485.0, -840.0446416709054]",7.0,"{'accepted': True, 'virtual_time_s': 360.0, 'measure_result': 'direction', 'svd_deg': 118.82}",eae2b5c587c715ed8aa7c1f97429acc3f1e30f25dd3dd8fc79540c47b5ec0231,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[-485.0, -840.0446416709054]",8.0,"{'accepted': True, 'virtual_time_s': 366.0, 'measure_result': 'no_signal'}",ab32b3b8917fcc8d910841fba191d068d6bd3945e61be886ace3713e15deb8e9,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[-485.0, -840.0446416709054]",9.0,"{'accepted': True, 'virtual_time_s': 372.0, 'measure_result': 'no_signal'}",ab32b3b8917fcc8d910841fba191d068d6bd3945e61be886ace3713e15deb8e9,0.0,0.0,1.0,5.0,0.0,6.0,1.0
/measure,discovery,"[-485.0, -840.0446416709054]",10.0,"{'accepted': True, 'virtual_time_s': 378.0, 'measure_result': 'direction', 'svd_deg': 121.37}",ab32b3b8917fcc8d910841fba191d068d6bd3945e61be886ace3713e15deb8e9,0.0,0.0,1.0,5.0,0.0,6.0,1.0
