mode,source,x,y,key,safety_status,step_m,D_lower_m,D_upper_m,T_s,J_lower_m,J_upper_m,inner_gap_m,score_elapsed_s
M2,finalist,447.81838685047927,892.5750845715369,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.bfd181ccf648fp+8,0x1.be499c5f0997bp+9",SAFE,0.5,112.40731344433101,112.41511108309919,204.7229670517892,153.35190685468885,153.35970449345703,0.007797638768181514,0.026646400001482107
M2,finalist,447.56838685047927,893.008097273429,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.bf9181ccf648fp+8,0x1.be810954da484p+9",SAFE,0.5,112.3609512371216,112.3706909003383,204.7779690260015,153.3165450423219,153.3262847055386,0.009739663216706163,0.02257169999938924
M2,finalist,447.31838685047927,893.4411099753213,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.bf5181ccf648fp+8,0x1.beb8764aaaf8ep+9",SAFE,0.5,112.31729450067373,112.3270610004482,204.83300590327406,153.28389568132854,153.293662181103,0.009766499774471527,0.01804739999352023
M2,finalist,447.06838685047927,893.8741226772136,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.bf1181ccf648fp+8,0x1.beefe3407ba98p+9",SAFE,0.5,112.27365906044052,112.28345235343019,204.8880776547764,153.2512745913958,153.26106788438548,0.009793292989670022,0.020297800001571886
M2,finalist,446.81838685047927,894.3071353791057,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.bed181ccf648fp+8,0x1.bf2750364c5a1p+9",SAFE,0.5,112.22870777590354,112.2381665990648,204.94318425169155,153.21734462624187,153.22680344940312,0.009458823161253349,0.01820439999573864
M2,finalist,448.2513995523715,892.8250845715369,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c0405bb897aa2p+8,0x1.be699c5f0997bp+9",SAFE,0.5,112.33888429218122,112.34671361318777,204.80650127969628,153.30018454812048,153.30801386912702,0.007829321006553869,0.020862000004854053
M2,finalist,448.0013995523715,893.258097273429,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c0005bb897aa2p+8,0x1.bea10954da484p+9",SAFE,0.5,112.2939368963036,112.30306889826174,204.86148026525075,153.26623294935376,153.2753649513119,0.009132001958136016,0.0205197000032058
M2,finalist,447.7513995523715,893.6911099753213,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.bfc05bb897aa2p+8,0x1.bed8764aaaf8ep+9",SAFE,0.5,112.24975030836201,112.25948362206873,204.9164941519363,153.23304913874927,153.242782452456,0.00973331370671815,0.031618799999705516
M2,finalist,447.5013995523715,894.1241226772136,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.bf805bb897aa2p+8,0x1.bf0fe3407ba98p+9",SAFE,0.5,112.20544973839233,112.21324606669016,204.97154291094802,153.19975832058194,153.20755464887975,0.007796328297828836,0.027943599998252466
M2,finalist,448.6844122542637,893.0750845715369,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c0af35a4390b5p+8,0x1.be899c5f0997bp+9",SAFE,0.5,112.2705674177411,112.27835193466086,204.89005062607913,153.24857754295692,153.2563620598767,0.007784516919755902,0.01941850000002887
M2,finalist,448.4344122542637,893.508097273429,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c06f35a4390b5p+8,0x1.bec10954da484p+9",SAFE,0.5,112.22569380817284,112.23546455318719,204.9450066380264,153.21469513577813,153.22446588079248,0.009770745014350268,0.01824430000851862
M2,finalist,448.1844122542637,893.9411099753213,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c02f35a4390b5p+8,0x1.bef8764aaaf8ep+9",SAFE,0.5,112.18084377013027,112.1886317432047,204.99999754916092,153.18084327996246,153.18863125303687,0.007787973074428578,0.03620799999043811
M2,finalist,449.1174249561559,893.3250845715369,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c11e0f8fda6c8p+8,0x1.bea99c5f0997bp+9",SAFE,0.5,112.2023625947163,112.21208092998769,204.97361507198812,153.19708560911394,153.2068039443853,0.00971833527138699,0.01899510000657756
M2,finalist,449.0782176460935,893.4924338696245,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c114061257f11p+8,0x1.bebf0812b2bd7p+9",SAFE,0.5,112.18148386026976,112.19078031549074,204.99999749464573,153.18148335919892,153.1907798144199,0.00929645522097644,0.018852999986847863
M2,finalist,448.6314153907743,893.7168613986689,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c0a1a47065911p+8,0x1.bedbc21d43862p+9",SAFE,0.5,112.18176913601935,112.18972479826084,204.99999752238168,153.1817686404957,153.18972430273718,0.007955662241485584,0.020389600002090447
M2,finalist,448.18450097462494,893.941065494635,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c02f3b74b4182p+8,0x1.bef874d5896d0p+9",SAFE,0.5,112.18083603793352,112.18862400953446,204.9999975491557,153.18083554776467,153.1886235193656,0.007787971600947685,0.024692699997103773
M2,finalist,447.73747450951345,894.165046101633,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.bfbccb2123fe7p+8,0x1.bf15203b0c6c5p+9",SAFE,0.5,112.18235709899965,112.1921486120461,204.99999757500925,153.1823566140015,153.19214812704794,0.009791513046451428,0.02898220000497531
M2,finalist,447.29033610732733,894.3888031638201,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.bf4a537795d1ap+8,0x1.bf31c44d54982p+9",SAFE,0.5,112.18249668870989,112.191630912682,204.9999975999816,153.1824962087062,153.19163043267832,0.0091342239721115,0.020868799998424947
