mode,source,x,y,key,safety_status,step_m,D_lower_m,D_upper_m,T_s,J_lower_m,J_upper_m,inner_gap_m,score_elapsed_s
M3,finalist,455.7633924598161,893.1990875131552,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c7c36db030ec5p+8,0x1.be997bb31b059p+9",SAFE,0.5,111.73209120333156,111.73978270199653,205.55172697743726,152.842436598819,152.850128097484,0.0076914986649683215,0.01933179999468848
M3,finalist,455.5133924598161,893.6321002150473,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c7836db030ec5p+8,0x1.bed0e8a8ebb62p+9",SAFE,0.5,111.687967483891,111.69698503325549,205.60615955099752,152.8091993940905,152.81821694345498,0.009017549364486399,0.021462499993504025
M3,finalist,455.2633924598161,894.0651129169396,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c7436db030ec5p+8,0x1.bf08559ebc66cp+9",SAFE,0.5,111.64386608530108,111.65156114461412,205.66062719419577,152.77599152414024,152.7836865834533,0.007695059313036268,0.019646600005216897
M3,finalist,455.0133924598161,894.4981256188319,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c7036db030ec5p+8,0x1.bf3fc2948d176p+9",SAFE,0.5,111.59846530426697,111.60810115911347,205.71512987848166,152.7414912799633,152.7511271348098,0.009635854846507641,0.01917200000025332
M3,finalist,454.7633924598161,894.931138320724,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c6c36db030ec5p+8,0x1.bf772f8a5dc7fp+9",SAFE,0.5,111.55573027583523,111.56539266688335,205.76966757531753,152.70966379089873,152.71932618194685,0.009662391048124164,0.018854599999031052
M3,finalist,456.1964051617083,893.4490875131552,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c832479bd24d8p+8,0x1.beb97bb31b059p+9",SAFE,0.5,111.66476760566039,111.67245263000757,205.63563313235812,152.79189423213202,152.7995792564792,0.007685024347182434,0.01984009999432601
M3,finalist,455.9464051617083,893.8821002150473,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c7f2479bd24d8p+8,0x1.bef0e8a8ebb62p+9",SAFE,0.5,111.61939359184787,111.62708031984731,205.6900429482986,152.7574021815076,152.76508890950703,0.0076867279994417,0.018675999992410652
M3,finalist,455.6964051617083,894.3151129169396,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c7b2479bd24d8p+8,0x1.bf28559ebc66cp+9",SAFE,0.5,111.57536545723396,111.58528016898455,205.74448783156586,152.72426302354714,152.73417773529772,0.009914711750596439,0.02057599999534432
M3,finalist,455.4464051617083,894.7481256188319,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c772479bd24d8p+8,0x1.bf5fc2948d176p+9",SAFE,0.5,111.53135955235274,111.53904983532674,205.79896775363522,152.69115310307978,152.6988433860538,0.007690282973996432,0.018358999994234182
M3,finalist,456.6294178636005,893.6990875131552,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8a1218773aebp+8,0x1.bed97bb31b059p+9",SAFE,0.5,111.596232312668,111.60609013087115,205.71955403301362,152.74014311927073,152.75000093747389,0.009857818203158786,0.019818900007521734
M3,finalist,456.3794178636005,894.1321002150473,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c861218773aebp+8,0x1.bf10e8a8ebb62p+9",SAFE,0.5,111.5522539180327,111.56150158737627,205.77394110635876,152.70704213930446,152.716289808648,0.00924766934356569,0.020133900005021133
M3,finalist,456.1294178636005,894.5651129169396,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c821218773aebp+8,0x1.bf48559ebc66cp+9",SAFE,0.5,111.50697819425454,111.51466015761186,205.82836324470546,152.67265084319564,152.68033280655294,0.007681963357313748,0.03614240000024438
M3,finalist,457.0624305654927,893.9490875131552,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c90ffb73150fep+8,0x1.bef97bb31b059p+9",SAFE,0.5,111.52781050812096,111.53737167142378,205.80348966091586,152.68850844030413,152.69806960360697,0.009561163302819864,0.019657299999380484
M3,finalist,457.02141784897844,894.112866823733,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c9057ba3e0e9cp+8,0x1.bf0e726b8a5e5p+9",SAFE,0.5,111.50772213243084,111.51683935036013,205.82892172119483,152.67350647666981,152.6826236945991,0.00911721792928688,0.018164299995987676
M3,finalist,456.5755170393458,894.3390797682359,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8935515ae47fp+8,0x1.bf2b66f741a78p+9",SAFE,0.5,111.50769893564052,111.51537590972607,205.82864261458732,152.673427458558,152.68110443264354,0.007676974085555344,0.020275999995647
M3,finalist,456.12950316432864,894.5650697228732,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c821271e8f852p+8,0x1.bf48543465d9ap+9",SAFE,0.5,111.5069707684184,111.51465273036051,205.82836329813838,152.6726434280461,152.68032538998818,0.00768196194211157,0.018993699995917268
M3,finalist,455.68337633625146,894.7908366315845,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c7aef1c0670f7p+8,0x1.bf653a227e913p+9",SAFE,0.5,111.50817653933645,111.51754195046509,205.82808377207175,152.6737932937508,152.68315870487945,0.009365411128641199,0.020272399997338653
M3,finalist,455.2371366674104,895.0163804383452,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c73cb4fd1735dp+8,0x1.bf8218c1137e5p+9",SAFE,0.5,111.50801769094977,111.51570977605475,205.82780403660237,152.67357849827025,152.68127058337524,0.007692085104977764,0.020375899999635294
